client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	language	split	char_per_sec	quality_tags
7860cb263364b344e4f56921530a1847	68843	spontaneous-speech-ca-68843.mp3	36936	6640	Creus que la tecnologia apropa o allunya les persones? Per què?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	70613	spontaneous-speech-ca-70613.mp3	12420	6640	Creus que la tecnologia apropa o allunya les persones? Per què?	La tecnologia pot apropar o allunyar a les persones. Depèn de com la utilitzem i la valorem en cada moment.	1	sixties	male_masculine	Catalan		7.085346215780999	
2ac080c5dfd7598ad9adf1cfaaad4495	69222	spontaneous-speech-ca-69222.mp3	10260	6641	Quina és la característica més útil dʼInternet per a tu?	La característica més útil d'internet és tindre accés a informació de forma immediata.	1			Catalan		7.212475633528265	
76b9208b0b2b99d91aecd8d89817fe67	70612	spontaneous-speech-ca-70612.mp3	8100	6641	Quina és la característica més útil dʼInternet per a tu?	Trobar respostes a la informació necessària en qualsevol moment, quan ho necessito.	0	sixties	male_masculine	Catalan		8.88888888888889	
76b9208b0b2b99d91aecd8d89817fe67	70612	spontaneous-speech-ca-70612.mp3	8100	6641	Quina és la característica més útil dʼInternet per a tu?	Trobar respostes a la informació necessària en qualsevol moment, quan ho necessito.	1	sixties	male_masculine	Catalan		8.88888888888889	
e70aa9c80f3337b3efea26f3fa9098be	71002	spontaneous-speech-ca-71002.mp3	11052	6642	Quin consell donaries als joves sobre lʼús de la tecnologia?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68770	spontaneous-speech-ca-68770.mp3	48960	6643	Què creus que té el futur de la tecnologia en lʼeducació?		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71004	spontaneous-speech-ca-71004.mp3	10872	6643	Què creus que té el futur de la tecnologia en lʼeducació?		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66733	spontaneous-speech-ca-66733.mp3	15300	6644	A quins jocs juguen els nens que tʼenvolten?	Malauradament, a la família ara no tenim nens. Però pel que veig els nens ja no juguen al carrer com abans. Visc en un poble i no veig cap nen jugant al carrer. Tots estan enganxats a les seves maquinetes, a les seues pantalles i això ho trobo molt trist.	1			Catalan		13.4640522875817	
03f7ddc40c3bc674ddd94d53dab82cca	68772	spontaneous-speech-ca-68772.mp3	22968	6644	A quins jocs juguen els nens que tʼenvolten?		0			Catalan			
76b9208b0b2b99d91aecd8d89817fe67	69683	spontaneous-speech-ca-69683.mp3	3816	6645	Si tinguessis més temps lliure per dedicar-te a una nova afició, quina escolliries?	Muntanyisme.	1	sixties	male_masculine	Catalan		3.144654088050314	
76b9208b0b2b99d91aecd8d89817fe67	69683	spontaneous-speech-ca-69683.mp3	3816	6645	Si tinguessis més temps lliure per dedicar-te a una nova afició, quina escolliries?	Muntanyisme.	1	sixties	male_masculine	Catalan		3.144654088050314	
e70aa9c80f3337b3efea26f3fa9098be	71003	spontaneous-speech-ca-71003.mp3	3096	6645	Si tinguessis més temps lliure per dedicar-te a una nova afició, quina escolliries?		0			Catalan			
03f7ddc40c3bc674ddd94d53dab82cca	68771	spontaneous-speech-ca-68771.mp3	10008	6646	Descriu una activitat creativa en què hagis participat.		0			Catalan			
269a55700d91cbe92d368546757ee5a3	69479	spontaneous-speech-ca-69479.mp3	11664	6646	Descriu una activitat creativa en què hagis participat.		0	fifties	male_masculine	Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71178	spontaneous-speech-ca-71178.mp3	3600	6646	Descriu una activitat creativa en què hagis participat.		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71168	spontaneous-speech-ca-71168.mp3	3492	6647	Descriu un objecte bonic o decoratiu que tʼagradi.		0			Catalan			
c8611cefe076da34d7f367524e7381a1	66729	spontaneous-speech-ca-66729.mp3	16020	6648	Com és el teu cap de setmana ideal?	Doncs el meu cap de setmana ideal és un cap de setmana en què puc compartir el meu temps amb la família, que podem fer activitats tots junts i que, com que ara tinc les filles que ja són grans, doncs, que elles vulguin compartir aquestes activitats amb mi també. Això és el meu cap de setmana ideal.	1			Catalan		15.106117353308365	
03f7ddc40c3bc674ddd94d53dab82cca	68762	spontaneous-speech-ca-68762.mp3	24228	6649	Descriu, breument, una pel·lícula que tʼhagi agradat.		0			Catalan			
7860cb263364b344e4f56921530a1847	68841	spontaneous-speech-ca-68841.mp3	21960	6649	Descriu, breument, una pel·lícula que tʼhagi agradat.		0			Catalan			
e70aa9c80f3337b3efea26f3fa9098be	71185	spontaneous-speech-ca-71185.mp3	23904	6649	Descriu, breument, una pel·lícula que tʼhagi agradat.		0			Catalan			
